Two-Person Keelboat Open (Star) Sailing,Sailing
K-1 500M Canoe,Canoe
Figure Riding Team Equestrian,Equestrian
Lightweight 4 Rowing,Rowing
- 52KG (Flyweight) Wrestling,Wrestling
- 52.62KG (Bantamweight) Boxing,Boxing
60 - 67.5KG One-Two Hand 3 Events (Lightweight) Weightlifting,Weightlifting
200M Athletics,Athletics
60 - 67.5KG (Lightweight) Wrestling,Wrestling
Heavyweight - Two Hand Lift Weightlifting,Weightlifting
Wf 48 KG Wrestling,Wrestling
K-2 500M Canoe,Canoe
Sur La Perche À La Herse Archery,Archery
K-2 10000M Canoe / Kayak,Canoe / Kayak
100M Running Deer Single Shots Team Shooting,Shooting
5000M Team Athletics,Athletics
67 - 71KG (Light-Middleweight) Boxing,Boxing
53.52 - 57.15KG (Featherweight) Boxing,Boxing
75 - 80KG (Light-Heavyweight) Wrestling,Wrestling
Class B Up To 60 Feet Water Motorsports,Water Motorsports
400M Breaststroke Aquatics,Aquatics
52.16 - 56.7KG (Bantamweight) Wrestling,Wrestling
52 - 56KG Total (Bantamweight) Weightlifting,Weightlifting
Team Horizontal Bar Gymnastics,Gymnastics
Singles Tennis,Tennis
300M Free Rifle Standing Team Shooting,Shooting
Wf 74 KG Wrestling,Wrestling
Cesta Punta Basque Pelota,Basque Pelota
Time Trial Cycling,Cycling
68 - 80KG (Middleweight) Judo,Judo
Sharpie 12M2 Sailing,Sailing
Fixed Bird Target Large Birds Teams Archery,Archery
Skeet (125 Targets) Shooting,Shooting
500M Time Trial Cycling,Cycling
Underwater Swimming Aquatics,Aquatics
Folding K-1 10000M Canoe / Kayak,Canoe / Kayak
Madison Cycling,Cycling
Team Competition Modern Pentathlon,Modern Pentathlon
Quadruple Sculls With Coxswain (4X) Rowing,Rowing
75 KG Boxing,Boxing
Doubles Tennis,Tennis
C-2 1000M Canoe,Canoe
66 - 73KG Judo,Judo
Sabre Individual Fencing,Fencing
75 - 82.5KG Total (Light-Heavyweight) Weightlifting,Weightlifting
C-2 1000M (Canoe Double) Canoe / Kayak,Canoe / Kayak
56 - 61KG (Featherweight) Wrestling,Wrestling
Coxless Four Rowing,Rowing
58 - 60KG (Featherweight) Wrestling,Wrestling
